"code","product_name","brands","main_category","created_year"
"0039442000743","Animal 100% Whey Protein","Animal","Unknown","2024"
"8590421070420","Müsli s jahodami","Emma Grown for good","plant based foods and beverages","2024"
"7702914597982","Gala Vainilla","Ramo","snacks","2022"
"7501008066386","Froot Loops","Kellogg's","plant based foods and beverages","2025"
"4017100706004","Lorenz Saltletts Sticks","Lorenz","snacks","2016"
"8801104306928","떡붕어 싸만코","빙그레","Unknown","2025"
"0196633918901","Whey Protein Creamy Chocolate","Kirkland Signature","dietary supplements","2024"
"5900084229395","Musztarda Sarepska","Kamis","condiments","2015"
"0068100892352","Cheez whiz","Kraft","dairies","2017"
"0815099021726","Organic Sea Salt Multigrain Tortilla Chips","Late July Snacks","plant based foods and beverages","2022"
"0044000031138","Ritz Crackers fresh stacks the original","Ritz","snacks","2015"
"4056489025115","Paluszki surimi","ocean sea","seafood","2021"
"7896102593068","Ketchup Picante Heinz Squeeze 397g","Heinz","plant based foods and beverages","2023"
"4008569004909","Viel Früchte Müsli","HAHNE, ฮาทเน่","plant based foods and beverages","2018"
"3560071014186","Tartines au seigle et graines de sésame","Carrefour BIO, Carrefour","plant based foods and beverages","2017"
"5701018055222","Rug fras","Orkla","plant based foods and beverages","2023"
"8076809507110","Macine con Panna Fresca","Mulino Bianco","snacks","2016"
"8711327539396","Ben & Jerry's Glace en Pot Banane & Caramel Sundae Banoffee Pie 427ml","Ben & Jerry's","desserts","2022"
"6221031490453","Chipsy","Chipsy","Unknown","2021"
"8908005144632","Muesli dark chocolate cranberry","Yoga bar","plant based foods and beverages","2022"
"0815099020309","Organic Sea Salt Multigrain","Late July Snacks","snacks","2020"
"0096619217939","Jelly","Kirkland","plant based foods and beverages","2018"
"8710398532268","Chips De Pommes De Terre Salées","Lay's","plant based foods and beverages","2025"
"6901581506599","Yakisoba curry japonais","","Unknown","2024"
"4056489996828","High Protein Pudding Vanilla Flavour","Milbona","dairies","2025"
"5900783000417","Ketchup pikantny","Pudliszki","plant based foods and beverages","2014"
"5949040203505","Pretzels caramelized onions","Elephant","snacks","2022"
"8809083498160","Seoul topokki","Wellheim","Unknown","2021"
"8423207000086","Tortitas de arroz integral con chocolate negro","Bicentenario","plant based foods and beverages","2013"
"6111195023423","Leka Cream","","desserts","2022"
"20048402","Chicken breast cured, cooked, baked","Dulano","null","2013"
"20233655","Halva","eridanus","snacks","2018"
"8445291746879","Cappuccino","Nescafe","beverages and beverages preparations","2025"
"8424790111005","Kéfir","Pastoret","beverages and beverages preparations","2017"
"7896062699961","Arroz Polido Tipo 1","Solito","plant based foods and beverages","2023"
"8076809580656","Pasta Penne","Barilla","Unknown","2025"
"8480000206138","Yogur Bebible Fresa y Plátano","Hacendado","beverages and beverages preparations","2018"
"7790580142995","chocolate 80 % cacao","águila","snacks","2025"
"4056489933854","Creamy Greek Style Natural Irish Yogurt","Milbona","dairies","2024"
"7394376620799","Oatly oat drink","Oatly","beverages and beverages preparations","2024"
"3270190178545","Macédoine de légumes","Carrefour","plant based foods and beverages","2016"
"8480000823021","Pan de molde con 52% centeno","Hacendado","plant based foods and beverages","2014"
"3560071190965","Flocons d'avoine","Carrefour BIO, Carrefour","plant based foods and beverages","2019"
"4550512058328","Pepper chicken curry","Muji","meals","2025"
"4770350141192","Gudobelės šviesi duona","Gudobelė","Unknown","2023"
"8904132948174","Campa (cola) 500ml pet","","beverages and beverages preparations","2023"
"6224002146632","Green Pea Chips","Halo","Unknown","2025"
"5998711388942","Mini Original","Tuc","snacks","2015"
"8858867820888","Sausage Cheese Sandwich","7-11, EZY TASTE, อีซี่เทส","sandwiches","2024"
"8718734820598","Dattes séchées dénoyautées","Jama Fruits","plant based foods and beverages","2017"
"5400141219043","Couscous précuit","Boni","plant based foods and beverages","2015"
"8855702001815","Thai Cube - Sweet Chilli Chicken Teriyaki","Kitchen Joy","meals","2022"
"8410076801180","Crunchy oats&honey","Nature Valley","plant based foods and beverages","2020"
"3564700738009","Haricots blancs tomate","Marque Repère, Notre Jardin","plant based foods and beverages","2016"
"5099077001572","6 Soft Kids Wraps","Fitzgeralds Family Bakery","plant based foods and beverages","2021"
"5010029231090","avena Alcampo","","plant based foods and beverages","2025"
"4056489203667","Cheese Triangles","Valley Spire - Lidl","dairies","2021"
"3560070377947","Mini galettes de riz Chocolat noir","Carrefour BIO, Carrefour","plant based foods and beverages","2016"
"7804671930214","Dulce sin leche","Vilay","es:Manjar","2021"
"3614070059355","Pur Chèvre","Chavroux","dairies","2018"
"7802215508547","Donuts naranja","Costa","snacks","2019"
"0084114902702","Potato Chips Sea Salt","Kettle Brand","plant based foods and beverages","2023"
"4056489366461","Extra Dark 85% Cocoa","fin CARRÉ","snacks","2021"
"7300400482691","Din Stund Chia & Havsalt","wasa","plant based foods and beverages","2021"
"8901542016226","Glucon-D Regular","Glucon-D","beverages and beverages preparations","2021"
"8852756305197","Kellogg's Protein Bar","Kellogg's","dietary supplements","2020"
"40804613","Cornichons","Kühne","plant based foods and beverages","2015"
"6001048004269","Apple juice sparkling","","Unknown","2022"
"6936571910018","百事可乐","百事","beverages and beverages preparations","2018"
"3175681110106","Germe de blé","Gerblé","plant based foods and beverages","2012"
"7622300313357","Milka Toffee Wholenut","Milka","snacks","2017"
"8715700421544","Tomato ketchup","Heinz","plant based foods and beverages","2022"
"4823097904749","Ікра минтая","","Unknown","2024"
"270003885759822006","Tomato Meat Pasta","","meals","2025"
"4099100086065","Neufchâtel Cheese","Happy Farms","dairies","2020"
"4002971466102","Maitorahka","Ehrmann","dairies","2022"
"4750022056153","Gurķu sinepju salāti","Spilva","Unknown","2024"
"0029700001414","Buttery Homestyle Mashed Potatoes","IDAHOAN","plant based foods and beverages","2017"
"3033491235375","Activia bifidus cereales 120 g x 4 muesli","Danone, Activia, Activia yoghurt cereals/fibres","dairies","2017"
"7802920006499","Queso crema Tomate orégano","colun","dairies","2023"
"8410076601797","Nature valley crunchy oats and Canadian maple syrup","","Unknown","2024"
"6009900028200","Natural Spring Water Still","Aquabella","beverages and beverages preparations","2018"
"6413600017509","Novelle plus aprikoosi","Hartwall","beverages and beverages preparations","2019"
"5057545828434","Edam Slices","Tesco","dairies","2019"
"3017760306492","Prince petit dej","Lu","snacks","2015"
"18096958","Beef ramyeon","Yorihada","Unknown","2025"
"7394376620690","The Original kaurajuoma kevyt 1.5%","Oatly","beverages and beverages preparations","2023"
"8722700113348","Amora","Ketchup","plant based foods and beverages","2013"
"9341994000111","Kefir Organic Natural Yogurt","Babushka's","beverages and beverages preparations","2022"
"3366321051686","Oméga 3 Doux Tartine & Cuisson","St Hubert","plant based foods and beverages","2014"
"6223007943994","Big rings pasta","Pasta Caire","Unknown","2024"
"5701043001386","Madlavningsfløde","Ama","Unknown","2024"
"5018357012411","Simply Delicious Muesli","Dorset Cereals","plant based foods and beverages","2019"
"9555022301877","Noodle Snack","Mamee Monster","plant based foods and beverages","2018"
"7501040001598","Pechuga de pavo","San Rafael Balance","meats and their products","2018"
"8410376042528","Sandwich Sabor Yogurt con avena y frutos rojos","gullón","snacks","2018"
"4009700035707","Danone FruchtZwerge Erdbeere/Himbeere/Kirsche 6 x 50g","Danone, Danone Fruchtzwerge, FruchtZwerge","dairies","2018"
"5449000133335","Coca-Cola Zero","Coca-Cola","beverages and beverages preparations","2013"
"8902433005763","70%coCÓA","Galaxy","snacks","2024"
"4061462916588","Salsa di soia","Asia Green Garden","condiments","2022"
"5054269381122","Condensed Milk","Remedy","beverages and beverages preparations","2022"
"7613035491922","BIG CITY Pizza Hawaii","Nestlé, European Pizza Group, Original Wagner","frozen foods","2018"
"6922276100083","Wasabi Paste","J&K","condiments","2021"
"9310645259154","BELGIAN DARK CHOCOLATE","Coles, coles Finest","snacks","2021"
"7040510887374","pink lady epler","Pink lady","plant based foods and beverages","2022"
"5060367181984","PEANUT BUTTER STUFFED OAT BARS","pip & Nut","Flapjack","2024"
"8902080404094","Mango Slice","PepsiCo","beverages and beverages preparations","2023"
"8710472001116","Hazelnut Spread Without Palm Oil","The Flower Farm","breakfasts","2022"
"20941833","Bio Organic Kidney Beans","Freshona","plant based foods and beverages","2021"
"0096619267965","Sparkling Water","Kirkland Signature","beverages and beverages preparations","2021"
"8410076470553","Sauce à cuisiner Fajita","Old El Paso","plant based foods and beverages","2014"
"7622300318116","Frischkäse","Philadelphia","dairies","2015"
"8480000063441","Hélices Vegetales","Hacendado","plant based foods and beverages","2016"
"75013820","San Rafael","Sigma","meals","2018"
"6001205733513","Sandwich squares","Blue Ribbon","Unknown","2023"
"7340191134782","Cookies med sjokolade","Coop, Coop Xtra, Merba","snacks","2023"
"7622210240200","Milka Mmmax Oreo","Milka, Mondelez","snacks","2019"
"5010477367570","Country Crisp Strawberry","Jordans","plant based foods and beverages","2025"
"4793002058037","Sandwich Bread","Dimuthu Bake House","plant based foods and beverages","2026"
"5701205005467","Skagensbrød","Schulstad Det Gode","plant based foods and beverages","2015"
"9351585001083","Harvest Snaps Baked Pea Crisps Original Salted","calbee","Pea crisps","2023"
"3329770048706","Yaourt à boire sucré aromatisé","Yop p'tit yop, Yoplait","beverages and beverages preparations","2015"
"8850291108518","Creamy Peanutbutter","Tong Garden","Unknown","2025"
"8480000206299","Yogur Para Beber Exotic Piña Y Coco","Hacendado","beverages and beverages preparations","2018"
"8801043003964","비빔냉면","농심","Unknown","2021"
"7612100026748","Powertabs isotonic drink","Isostar","dietary supplements","2016"
"20020811","Sel fin","ChanteSel","condiments","2013"
"7310130004032","Gold Nut Müsli","AXA","plant based foods and beverages","2019"
"5711953197529","PROTEIN CHOCOLATE FLAVOUR DRINK","Arla","desserts","2025"
"0818290018571","Greek Yogurt Vanilla","Chobani Zero Sugar","dairies","2021"
"7500810027295","Príncipe","Marinela","snacks","2024"
"3560070379545","Emmental râpé","Simpl","dairies","2013"
"7891000412855","Alimento achocolatado em pó, NESCAU","Nestlé","beverages and beverages preparations","2025"
"7702020107204","Tortillas Integrales Con Chia","Haz De Oros","Unknown","2024"
"7037710051506","Smash! Sjokoladeplate","Nidar","snacks","2024"
"8902080364053","Mountain Dew","Pepsico","beverages and beverages preparations","2022"
"7802920005164","Leche Cultivada","COLUN","dairies","2023"
"8593894000352","Piškoty","Opavia","snacks","2024"
"7896004400372","Leite De Coco Tradicional","SOCOCO","beverages and beverages preparations","2020"
"5201168418101","Authentic Greek yoghurt 10%","Dodoni","dairies","2020"
"8480000145819","Belgas 18% mantequilla","Hacendado","snacks","2019"
"8592784900352","Mléko Polotučné","Boni","dairies","2024"
"8595564522645","Premium Müsli Früchte & Nüsse","Favourites","Unknown","2025"
"7896625211968","Vigor Grego Zero flocos","Vigor","dairies","2024"
"7501000111503","medias noches hotdog","bimbo","plant based foods and beverages","2018"
"7804664780000","Tortillas de maíz","Saniito","plant based foods and beverages","2022"
"6223000756218","جبنة فيتا","","dairies","2022"
"9300695007140","Chocolate Fudge Brownie","Fibre One","snacks","2020"
"8715700124810","Tomato Ketchup","Heinz","plant based foods and beverages","2024"
"6001001271073","Full Cream Milk","Checkers housebrand","dairies","2019"
"7790045001034","Fibra Total con Pasas","Granix","plant based foods and beverages","2021"
"9316401202860","Crunchy Seasoned Peas","BHUJA","snacks","2023"
"5410126006339","Biscoff","Lotus","snacks","2016"
"7896002310345","Artesano Pão na Chapa","Artesano, Pullman","plant based foods and beverages","2023"
"6925843404720","欣和黄飞红香脆椒","欣和","Unknown","2024"
"8901058903164","KitKat win gold","Nestlé","snacks","2022"
"9310060406973","Yoghurt Strawberry Flavour","Uncle Tobys","snacks","2015"
"8997020180961","3 In 1 Oats Vanilla","Quacker","plant based foods and beverages","2024"
"6287041920083","Noodles","اندومي","Unknown","2025"
"0064042006420","Milk Chocolate Butter Cookie","Celebrations • 🇨🇦Leclerc","snacks","2017"
"0063211055702","V8 Original Blend - Cocktail aux Légumes","V8","beverages and beverages preparations","2015"
"5202576097759","Sauce Tomate","Μαρατα","beverages and beverages preparations","2020"
"6065757047108","Blanc de poulet","Fleury Michon","meats and their products","2022"
"4792018244960","Kottu mee","Prima Kottu Me","plant based foods and beverages","2024"
"7802900003371","Kefir Berries","Soprole, Kefir","beverages and beverages preparations","2023"
"4792192845441","Ritsbury Suger Free Dark Chocolate","Ritsbury","Unknown","2025"
"3560071230685","BASMATI Semi-complet","Carrefour BIO","plant based foods and beverages","2020"
"5290074002450","Fontana","Fontana","Luice","2015"
"8480000342621","Pistacho natural","Hacendado","plant based foods and beverages","2019"
"7702535009994","Powerade Mountain Blast","Powerade, The Coca-Cola Company","beverages and beverages preparations","2021"
"3073780574242","La vache qui rit","Bel, La Vache qui rit, The Laughing Cow","dairies","2013"
"5021047105300","Gluten free unsweetened coconut milk","Thai Kitchen, Thai Kitchen - McCormick","beverages and beverages preparations","2018"
"3392460510050","LU - Grany pommes","LU","snacks","2014"
"3083681081596","Riz provencal","Bonduelle","meals","2017"
"00559027","Seeds & Grains Crispbread Norwegian Crackers","Trader Joe's","snacks","2018"
"8410076482198","Tortillas 100%Mais Gl.Fri 208g Old El Paso","Haugen - gruppen as","plant based foods and beverages","2021"
"8851717910289","Low Fat Yoghurt","Dutchie","dairies","2026"
"0857777004195","Blueberry RXBAR","RXBAR","snacks","2017"
"0725181249016","Salsagheti hot candy watermelon","Matr","snacks","2019"
"8710438121636","Knusprige Zwiebelringe","McCain","plant based foods and beverages","2021"
"7036110007731","Grov leverpostei toppet med bacon","Mills","meats and their products","2019"
"0855140002663","ORIGINAL ANCIENT GRAIN GRANOLA","purely elizabeth.","plant based foods and beverages","2017"
"3250392243517","Boisson avoine BIO 1l","Les Mousquetaires, Regain, Sélection des Mousquetaires","beverages and beverages preparations","2016"
"8901491990219","Doritos","Doritos","snacks","2022"
"4088600248585","Red Fruit Benefit","Harvest Morn","plant based foods and beverages","2020"
"7350098476625","Barista","DUG","beverages and beverages preparations","2023"
"5601029004014","atum em posta em óleo vegetal","Bom Petisco","seafood","2016"
"7622202237744","Zabfalatok Tejcsokis","Guiro Edes","Unknown","2025"
"3248451061912","Ervilhas Finas Congeladas","D'Aucy","beverages and beverages preparations","2013"
"7790045826309","Sésamo Sin Sal","Granix","snacks","2025"
"6438574148684","Grahampaahto","Kotimaista","plant based foods and beverages","2024"
"7803403000195","Ricas Tortillas de Harina de Trigo Burrera","Tía Rosa","Panes planos","2020"
"0096619313952","Soft & Chewy Granola Bar","Kirkland","snacks","2018"
"5703985055885","HYTTEOST","MAMMEN","dairies","2024"
"5201037510127","ΔΕΛΤΑ","ΔΕΛΤΑ","plant based foods and beverages","2025"
"4099200063560","Noir 70% Cacao","MOSER ROTH","snacks","2020"
"8901071701372","Hershey's spreads","hershey's","snacks","2020"
"5999862168339","Cookies Caramel Peanuts imp","","snacks","2023"
"6009801741529","HIGH PROTEIN CEREAL","FUTURELIFE","Unknown","2022"
"3560071266950","100% Cacao","Carrefour BIO, Carrefour","cocoa and its products","2021"
"5060088700136","NAKD PROTEIN - Caramel - | Barres protéinées | 7g de protéines végétales | 100% d'ingrédients naturels | Sans sucres ajoutés | 3 x 45g | 135g","Nakd","plant based foods and beverages","2023"
"4056489158172","Peach Nectar","Solevita","beverages and beverages preparations","2022"
"7350068294082","Cookie Dough","ProPud","snacks","2021"
"7500810025024","Galletas De Arroz Y Quinoa","Sanissimo","snacks","2024"
"3256225436095","Pain spécial Vollkornbrot au seigle 500g","U","plant based foods and beverages","2016"
"7500533011359","Miel De Abeja Pura","Member’s Mark","breakfasts","2025"
"4751007735223","Makrelen filets","Arnold Sørensen","seafood","2021"
"7702004016614","Cola & Pola","Bavaria","beverages and beverages preparations","2021"
"6223001874317","Milk Almarai","Almarai","dairies","2018"
"4904910116300","アイスラテ","ダイドー","Unknown","2025"
"7792180137111","9 de oro Brigitte vainilla y limón","9 de oro Molino Cañuelas","snacks","2025"
"7702367003900","SALMÓN TROZOS EN AGUA","Van Camp's","seafood","2020"
"3254381016922","CRISTALINE Eau de Source Pétillante 0,5L","Cristaline","beverages and beverages preparations","2013"
"8850329111213","Pasteurized Lactose Free Chocolate With Dark Chocolate Flavored Milk","meiji, เมจิ","Chocolate milk drink","2025"
"7897900310604","Trio Light Banana com Aveia e Mel","Trio, Trio Alimentos","pt:Barra de Cereais","2013"
"9556166058221","Dutch Lady Strawberry milk","Dutch Lady","dairies","2023"
"4088600206714","French Inspired Lentils","Worldwide Foods","plant based foods and beverages","2020"
"3154230802280","HERTA Lardons fumés conservation sans nitrite - 2x75g","Herta","meats and their products","2021"
"5201502240016","Mini Pitanh","Agrino","Unknown","2022"
"7501055361540","Coca Cola Sabor Original","Coca-Cola","beverages and beverages preparations","2019"
"5400141323139","Saucisson pur porc","sacor","meats and their products","2018"
"3560070328857","Coquillettes","Carrefour","plant based foods and beverages","2013"
"9310155008624","Pulse Pasta","San Remo","plant based foods and beverages","2020"
"5000169042946","Pure clear honey","Central, Essentially Waitrose, Mychoice, Tops, my choice, มายช้อยส์, เซ็นทรัล","breakfasts","2019"
"6003770000953","PERi-PERi SAUCE Medium","Nando's","condiments","2017"
"5998711389000","Mini tuc sour cream & onion","Tuc","snacks","2020"
"4056489008651","Салата с кускус, чушки и стафиди","Chef Select","plant based foods and beverages","2019"
"5411188119098","Natur mit Kokosnuss","alpro","plant based foods and beverages","2015"
"6005044007040","Chopped tomato garlic and herb","Rhodes","Unknown","2024"
"3048431001958","VITTEL eau minerale naturel 50cl","Vittel","beverages and beverages preparations","2012"
"4601916000571","Misteral","Мистраль","Unknown","2023"
"5060878780409","Hummus Chips","Eat Real","snacks","2024"
"0028400516310","Doritos Cool Ranch Flavored Tortilla Chips","Frito-Lay","snacks","2021"
"3165950216011","Filets de maquereaux grillés natures","Saupiquet","seafood","2015"
"4337256551793","Babapiskóta","San Fabio","Unknown","2025"
"5712876249319","Chokolate","Premieur","desserts","2024"
"7894900025019","Refrigerante Café Espresso Coca Cola Lata 220ml","COCA-COLA","beverages and beverages preparations","2023"
"7622201519544","100% ALPINE MILK Milka SUSTAINABLY SOURCED COCOA 4","Milka","snacks","2022"
"5201340065024","TunaPocket","TRATA","el:Τόνος","2025"
"7891000248799","KitKat","Nestlé","snacks","2021"
"6009629180005","bread","","plant based foods and beverages","2022"
"8886467103445","Salt & Vinegar Flavour Savoury Snack / Potato Crisps","Pringles","plant based foods and beverages","2019"
"7750243052665","Casino sabor Chocolate","Casino, Victoria","snacks","2020"
"6009645791315","Shibobo Chocolate","Shibobo","Unknown","2025"
"4893049000430","Chocolate Chip Cookies","","Unknown","2021"
"8993200665372","Cimory","Yogurt Drink Blueberry","beverages and beverages preparations","2025"
"3073781170269","Kiri Fouetté Pot","Kiri","dairies","2023"
"7896066301297","Grão Sabor Castanha-do-Pará & Quinoa Wickbold","Wickbold","plant based foods and beverages","2019"
"0810087830519","SNACKA BALLS Salted Caramel","TOM & LUKE","Unknown","2024"
"8720182764690","Mayonaise","Calvé","condiments","2024"
"6009691358807","reboost","Reboost","beverages and beverages preparations","2018"
"9310081414704","Oven Bake 6 Original Crumb","Birds Eye","seafood","2018"
"0096619938759","Organic Chicken Broth","Kirkland Signature","broths","2018"
"0894700010045","Greek Yogurt Strawberry","Chobani","dairies","2017"
"3608580124108","Be Nuts! Pâte à tartiner Cacahuète","Andros","plant based foods and beverages","2023"
"7891962060453","Tostadas","Bauducco","Unknown","2022"
"8594071014179","Tartines croustillantes au seigle","Carrefour BIO","plant based foods and beverages","2024"
"3103220035214","280G HARIBO CROCO","Haribo","snacks","2014"
"8711299017229","Energy Nut Mix","Natural Happiness","plant based foods and beverages","2022"
"4037300108293","Linsen-Eintopf mit Würstchen","Erasco","canned foods","2016"
"7802900001292","LECHE NATURAL SEMIDESCREMADA","Soprole","dairies","2021"
"77087799","Galletas De Leche","Colombina Muuu","Unknown","2025"
"3175681170872","Lentilles cuisinées, riz & soja","Céréal Bio","plant based foods and beverages","2016"
"7318690499541","Tonfisk","ICA","seafood","2023"
"5410126116236","Biscoff","Lotus","snacks","2015"
"8801121770740","BIO PROBIOTIC","","Unknown","2019"
"5601312108849","Marinheiras Chia","Continente","biscuits and crackers","2025"
"5900125001836","Wafle Good Food Kukurydziane","Good food","snacks","2018"
"7899659901096","Bonare","","Unknown","2024"
"6223007430531","Molasses","El Rashid El Mizan","sweeteners","2022"
"7622300137847","Melkehjerter","Freia","snacks","2017"
"4056489966517","Isotonias Ital","Freeway","Unknown","2026"
"7039010015790","Rømmedressing 435g Idun","Orkla foods norge","condiments","2021"
"20004132","Gehackte Tomaten in Tomatensaft","Freshona, Baresa","plant based foods and beverages","2012"
"7792200000159","9 de oro clásicos","Molino Cañuelas","snacks","2019"
"6111260680452","Marhaba","","fr:Chocolat à tartiner","2020"
"5760466994613","Minimælk","Egelykke","dairies","2020"
"6222020800444","KitKat ice cream","KitKat","Unknown","2021"
"8801056003463","Mango Drink","Del Monte","Unknown","2025"
"8857124188037","Grainey plus Multi Grain Bar","Grainey","plant based foods and beverages","2022"
"7802920011400","Yoghurt Protein Plus! Natural Endulzado","Colun","Lácteos","2025"
"5410126006049","بیسکویت 125g موختار","Lotus","snacks","2015"
"5600826202982","Peanut butter","Prozis","plant based foods and beverages","2018"
"5060139431019","Yoyos pásky s příchutí manga","Bear","plant based foods and beverages","2017"
"3017760221580","BRUN - 14 Wafers Vanilla Flavor, 146g (5.2oz)","Brun","snacks","2015"
"5000112682458","Őszibarack Rózsa","Fuze Tea","Unknown","2026"
"20646882","Lasaña de carne","Culinea, Gedesco, Lidl, Monissa","frozen foods","2019"
"8888101271404","Munchee Chocolate Puff","manchee","snacks","2020"
"8004800002464","Hazelnut cream wafer","Gastone Lago","snacks","2025"
"3270190128151","Chocolate con LECHE","Carrefour BIO, Carrefour","snacks","2014"
"8888026832018","Yoghurt low fat strawberry","Marigold","dairies","2024"
"8437019482329","Aqua sierra nevada","","beverages and beverages preparations","2021"
"5000159459228","Twix Twin","Mars Wrigley","snacks","2013"
"8590421062586","Tortilla bio","Nature's Promise","snacks","2022"
"20959968","Mantequilla Light*","Milbona, Lidl","dairies","2018"
"5010044000121","Original Toastie Soft & Sliced White Loaf","Warburtons","plant based foods and beverages","2018"
"4335619057487","Cookies","Sondey","snacks","2024"
"6221033177512","Mayonnaise","Heinz","Unknown","2021"
"9310885115586","Dark Peanut Butter Crunchy","Mayver's","plant based foods and beverages","2016"
"6937003704014","Unsweetened Sparkling Water Orange Taste with Vit C","元气森林","beverages and beverages preparations","2025"
"6111126005306","Jben chergui *2","Chergui","dairies","2021"
"8005121000900","Fettuccine 90","Divella","plant based foods and beverages","2018"
"5998400307667","Müzli","Cerbona, Cerbona Élelmiszergyártó Kft., Naponta Kft.","plant based foods and beverages","2017"
"3800233076707","zero caramel toffee","riceUP","snacks","2025"
"5900397731554","Chrzan","Krakus","plant based foods and beverages","2018"
"3014680009175","Bonbon à la Sève de Pin","La Vosgienne, Mondelez","snacks","2013"
"5410041040807","Pim's - Framboise","Lu","snacks","2012"
"5711953023972","Cappuccino","Starbucks","beverages and beverages preparations","2017"
"4711931036834","MOCK Peanut Butter ut Butter Ingredients: Tapioca","Royal family","snacks","2024"
"7310350118342","Kexchoklad","Cloetta","snacks","2016"
"7039310001073","Kaptein","Orkla confectionery & snacks","snacks","2019"
"6920766212094","旺旺雪饼","旺旺","Unknown","2024"
"8901058022087","Munch","Nestlé","snacks","2025"
"0056800510133","Greek Yogurt","Oikos","dairies","2025"
"6221073012101","Cooking chocolate dark","Corona","Unknown","2024"
"3560071084059","CACAHUÈTES GRILLEES SALEES","Carrefour","plant based foods and beverages","2019"
"7340222800235","Vitamin Well Zero Raspberry","Vitamin Well","beverages and beverages preparations","2024"
"7702535006788","Coca zero","","Unknown","2024"
"8713734033825","Queso Gouda","Hacendado","dairies","2020"
"8718452861309","100 % pindakaas","JUMBO","plant based foods and beverages","2025"
"8480000566614","tiras pollo","Hacendado","meats and their products","2018"
"0400001087855","Magdalenas Vainilla","Lider","snacks","2024"
"5410126026924","Lotus Biscoff Speculoos pasta creamy","Lotus Biscoff","Hazelnootpasta","2016"
"3270190197867","Biscottes","Carrefour","plant based foods and beverages","2014"
"7501030418542","canelitas","Bimbo","snacks","2020"
"7025110184283","Scampi naturell","Coop","seafood","2025"
"8018440000889","Olio extravergine di oliva","Luglio","plant based foods and beverages","2019"
"9557062331159","Mister Potato Crisps hot spicy","Mister Potato","plant based foods and beverages","2018"
"0060383708825","Peanut butter","Organic","plant based foods and beverages","2015"
"4742885010212","Tumma Soijarouhe","Vegesun","plant based foods and beverages","2018"
"8801121027028","Pineapple Juice","Maeil","Unknown","2025"
"5411188137863","Danone ALPRO® Dessert Soja Schokolade High Protein 200g","alpro","plant based foods and beverages","2023"
"7897846902086","Quinoa facile","","Unknown","2021"
"5902899117225","Puszysty Serek Jogurtowy","Almette","dairies","2019"
"8445291036635","Nesquik Classic","Nestlé, Nesquik","beverages and beverages preparations","2024"
"7807910043065","Pasta de Maní Natural","Cuisine & Co","plant based foods and beverages","2024"
"8718754274043","Cheesepop Gouda 65g Paahdettuja Gouda-juustopalloja","Cheesepop","dairies","2019"
"5712876572097","Hummus pikant","Perla Table Foods, la campagna","plant based foods and beverages","2024"
"4751000805411","Pelmeni","Maxipack","Unknown","2022"
"9324956000909","SMART SWEETS","Double 'D'","snacks","2022"
"4337256770941","Shortbread Rings","CAFÉTIME","snacks","2025"
"7500810003251","Polvorones","Marinela","snacks","2023"
"3302740039362","Rôti de Poulet - 100% filet","Fleury Michon","meats and their products","2023"
"9100000157269","Bio-Kokos Natur","Spar Natur*pur","plant based foods and beverages","2019"
"6001134087305","Creme Soda","Spar-letta","beverages and beverages preparations","2018"
"4770237054072","Braškinis Pieno Gerimas 2,3% rieb.","Miau, Pieno žvaigždės","beverages and beverages preparations","2021"
"5410126486438","LOTUS BISCOFF Speculoos Original Pocket - 93g (6x2p)","Lotus","snacks","2021"
"0056573112121","Gadoua","Gadoua","plant based foods and beverages","2018"
"7802930003808","Yoghurt con Berries","QUILLAYES","Unknown","2024"
"7793704000928","yerba (corregido)","PLAYADITO","beverages and beverages preparations","2021"
"7802955010027","Light & Free","Danone","Unknown","2020"
"8410128121976","Yogur sabor vainilla","Pascual, พาสควาล","dairies","2019"
"9400566004473","Copper Kettle Sea Salt chips","Bluebird","plant based foods and beverages","2020"
"4740103098103","Lapi leib kaeraga","Fazer","Unknown","2021"
"4311596401697","Spargel","Gut & Günstig","plant based foods and beverages","2018"
"7622210690883","Milka Alpenmilch Schokolade","Milka","snacks","2017"
"0078895700015","HOISIN SAUCE","Lee Kum Kee","condiments","2017"
"8715700124797","Tomato ketchup minder suikers en zout","Heinz","plant based foods and beverages","2024"
"7702177024393","Leche Sabor Original","Alquería","dairies","2025"
"4056489918325","Crème dessert saveur chocolat riche en protéine","Milbona","dairies","2024"
"8002352304005","Purée de noisettes grillées","Damiano","plant based foods and beverages","2015"
"5704000437556","AEgte Mayonnaise","GRAASTEN","condiments","2017"
"4056489090137","Pommea","Harvest Basket","Unknown","2021"
"6223000717356","Natural Yogurt","Labanita","Unknown","2025"
"7702090039436","Speed Max","Postobón","beverages and beverages preparations","2021"
"6111180005342","Préparation en poudre pour Crème pâtissière saveur vanille","Idéal","cooking helpers","2018"
"6152110054481","smoov Chapman","lacasera","beverages and beverages preparations","2021"
"20066086","Tagliatelle","Paresa","plant based foods and beverages","2016"
"20107734","Hummus con aceitunas de Kalamata","Chef Select","plant based foods and beverages","2019"
"7622202038686","lacta nuts ολόκληρο φουντούκι","chipita","snacks","2024"
"4001724039143","Ristorante Pizza Vegetale","Dr. Oetker Ristorante","frozen foods","2022"
"3068320110097","Badoit rouge","Badoit","beverages and beverages preparations","2014"
"7803600002503","Sal de Selección","Lobos","condiments","2016"
